date,sku,brand,category,list_price,unit_cost,price,competitor_price,discount,festive,sale_event,weekend,units_sold
2025-02-08,IPHONE_15_128,Apple,Smartphones,70000,52000,68338.33392467501,69337.15652087632,0.023738086790357035,0,0,1,54
2025-02-09,IPHONE_15_128,Apple,Smartphones,70000,52000,63763.28715409136,65647.2099325516,0.08909589779869483,0,0,1,69
2025-02-10,IPHONE_15_128,Apple,Smartphones,70000,52000,63121.2431642386,64221.10664026108,0.09826795479659142,0,0,0,81
2025-02-11,IPHONE_15_128,Apple,Smartphones,70000,52000,66066.0605678673,67110.32334413973,0.05619913474475282,0,0,0,56
2025-02-12,IPHONE_15_128,Apple,Smartphones,70000,52000,63681.97244041823,63181.50948193419,0.09025753656545385,0,0,0,70
2025-02-13,IPHONE_15_128,Apple,Smartphones,70000,52000,67318.6935681465,69096.838783595,0.038304377597907294,0,0,0,69
2025-02-14,IPHONE_15_128,Apple,Smartphones,70000,52000,61561.44083143186,60913.99559018089,0.12055084526525914,0,0,0,76
2025-02-15,IPHONE_15_128,Apple,Smartphones,70000,52000,62385.9526080135,65968.14306217017,0.10877210559980716,0,0,1,63
2025-02-16,IPHONE_15_128,Apple,Smartphones,70000,52000,66579.31035258253,65887.2013023198,0.04886699496310669,0,0,1,82
2025-02-17,IPHONE_15_128,Apple,Smartphones,70000,52000,64368.14536489913,67350.85913783053,0.08045506621572675,0,0,0,70
2025-02-18,IPHONE_15_128,Apple,Smartphones,70000,52000,62867.11499797574,62148.61058119034,0.10189835717177523,0,0,0,65
2025-02-19,IPHONE_15_128,Apple,Smartphones,70000,52000,67023.68662024973,68502.35048550658,0.042518762567861065,0,0,0,78
2025-02-20,IPHONE_15_128,Apple,Smartphones,70000,52000,63240.56781979481,63757.82995323979,0.09656331686007408,0,0,0,65
2025-02-21,IPHONE_15_128,Apple,Smartphones,70000,52000,65493.9616325642,67551.12499332974,0.06437197667765426,0,0,0,58
2025-02-22,IPHONE_15_128,Apple,Smartphones,70000,52000,63975.7067316646,65231.73759108488,0.08606133240479137,0,0,1,76
2025-02-23,IPHONE_15_128,Apple,Smartphones,70000,52000,64257.3886398073,63063.85536041891,0.08203730514561,0,0,1,86
2025-02-24,IPHONE_15_128,Apple,Smartphones,70000,52000,61746.52445422058,63990.7050531598,0.1179067935111347,0,0,0,69
2025-02-25,IPHONE_15_128,Apple,Smartphones,70000,52000,63138.16359533879,64580.532766834214,0.0980262343523031,0,0,0,71
2025-02-26,IPHONE_15_128,Apple,Smartphones,70000,52000,63001.31824880174,65419.88473852531,0.09998116787426084,0,0,0,76
2025-02-27,IPHONE_15_128,Apple,Smartphones,70000,52000,65172.40964936884,67060.73006959376,0.06896557643758791,0,0,0,65
2025-02-28,IPHONE_15_128,Apple,Smartphones,70000,52000,65589.1406921813,66379.28346028464,0.06301227582598137,0,0,0,67
2025-03-01,IPHONE_15_128,Apple,Smartphones,70000,52000,62718.66253358244,60817.16459672587,0.10401910666310797,0,0,1,51
2025-03-02,IPHONE_15_128,Apple,Smartphones,70000,52000,65556.23307118412,67996.4828803409,0.06348238469736983,0,0,1,62
2025-03-03,IPHONE_15_128,Apple,Smartphones,70000,52000,66152.49408768692,67937.94618027395,0.05496437017590111,0,0,0,70
2025-03-04,IPHONE_15_128,Apple,Smartphones,70000,52000,64288.34899223565,63883.97471839939,0.08159501439663348,0,0,0,71
2025-03-05,IPHONE_15_128,Apple,Smartphones,70000,52000,69361.59933731114,70378.534567578,0.009120009466983742,0,0,0,70
2025-03-06,IPHONE_15_128,Apple,Smartphones,70000,52000,66341.67580916012,66814.79737216937,0.05226177415485547,0,0,0,76
2025-03-07,IPHONE_15_128,Apple,Smartphones,70000,52000,67340.72619728665,67450.99455587403,0.03798962575304783,0,0,0,56
2025-03-08,IPHONE_15_128,Apple,Smartphones,70000,52000,60074.63711131131,61283.61171549187,0.14179089840983838,0,0,1,87
2025-03-09,IPHONE_15_128,Apple,Smartphones,70000,52000,59200.717317319046,61320.79159123825,0.1542754668954422,0,0,1,82
2025-03-10,IPHONE_15_128,Apple,Smartphones,70000,52000,61296.06768449277,60824.59447476726,0.1243418902215318,0,0,0,54
2025-03-11,IPHONE_15_128,Apple,Smartphones,70000,52000,63312.64240104174,65171.87204546318,0.095533679985118,0,0,0,71
2025-03-12,IPHONE_15_128,Apple,Smartphones,70000,52000,70000.0,68907.32162766499,0.0,0,0,0,54
2025-03-13,IPHONE_15_128,Apple,Smartphones,70000,52000,60400.59230536749,58845.06357069025,0.13713439563760724,0,0,0,80
2025-03-14,IPHONE_15_128,Apple,Smartphones,70000,52000,60868.88044178802,59292.58620593015,0.13044456511731406,0,0,0,76
2025-03-15,IPHONE_15_128,Apple,Smartphones,70000,52000,66804.69619506749,68244.51021223924,0.045647197213321715,0,0,1,57
2025-03-16,IPHONE_15_128,Apple,Smartphones,70000,52000,64228.98489177445,64252.56721090647,0.08244307297465066,0,0,1,94
2025-03-17,IPHONE_15_128,Apple,Smartphones,70000,52000,60514.25880044389,59246.76420236812,0.13551058856508733,0,0,0,76
2025-03-18,IPHONE_15_128,Apple,Smartphones,70000,52000,64771.87348283718,66372.25240932044,0.07468752167375459,0,0,0,62
2025-03-19,IPHONE_15_128,Apple,Smartphones,70000,52000,63711.56992404917,63356.856523321614,0.08983471537072614,0,0,0,56
2025-03-20,IPHONE_15_128,Apple,Smartphones,70000,52000,65843.94365451332,67900.91190618367,0.059372233506952594,0,0,0,57
2025-03-21,IPHONE_15_128,Apple,Smartphones,70000,52000,62195.98030518853,63295.75998194631,0.11148599564016379,0,0,0,80
2025-03-22,IPHONE_15_128,Apple,Smartphones,70000,52000,66431.03777675908,66165.01295844796,0.05098517461772747,0,0,1,80
2025-03-23,IPHONE_15_128,Apple,Smartphones,70000,52000,64451.20890521217,65284.7682865627,0.07926844421125481,0,0,1,73
2025-03-24,IPHONE_15_128,Apple,Smartphones,70000,52000,63059.61141613341,63371.452777952785,0.09914840834095133,0,0,0,83
2025-03-25,IPHONE_15_128,Apple,Smartphones,70000,52000,62377.72994497933,64270.12935398128,0.10888957221458105,0,0,0,74
2025-03-26,IPHONE_15_128,Apple,Smartphones,70000,52000,62729.215220327336,62869.93761877901,0.10386835399532374,0,0,0,71
2025-03-27,IPHONE_15_128,Apple,Smartphones,70000,52000,63605.79243640331,64034.90405818858,0.09134582233709548,0,0,0,91
2025-03-28,IPHONE_15_128,Apple,Smartphones,70000,52000,66404.64067392201,70542.29271047573,0.05136227608682846,0,0,0,63
2025-03-29,IPHONE_15_128,Apple,Smartphones,70000,52000,61562.628359924835,63396.67554889551,0.12053388057250239,0,0,1,90
2025-03-30,IPHONE_15_128,Apple,Smartphones,70000,52000,64430.004593474936,63629.052057500994,0.079571362950358,0,0,1,59
2025-03-31,IPHONE_15_128,Apple,Smartphones,70000,52000,62010.95665312651,62403.08699691149,0.1141291906696213,0,0,0,71
2025-04-01,IPHONE_15_128,Apple,Smartphones,70000,52000,63388.317937024716,63128.86233684383,0.09445260089964685,0,0,0,76
2025-04-02,IPHONE_15_128,Apple,Smartphones,70000,52000,63799.83190078363,63629.25798549328,0.0885738299888053,0,0,0,57
2025-04-03,IPHONE_15_128,Apple,Smartphones,70000,52000,65554.0438487649,66589.87958146869,0.0635136593033587,0,0,0,66
2025-04-04,IPHONE_15_128,Apple,Smartphones,70000,52000,66160.18834206848,66468.74763153082,0.05485445225616474,0,0,0,76
2025-04-05,IPHONE_15_128,Apple,Smartphones,70000,52000,62298.73392315505,62672.622064330295,0.11001808681207068,0,0,1,67
2025-04-06,IPHONE_15_128,Apple,Smartphones,70000,52000,64445.35718318136,64624.74302778269,0.07935204024026635,0,0,1,58
2025-04-07,IPHONE_15_128,Apple,Smartphones,70000,52000,63609.33952717168,62929.94257354834,0.09129514961183313,0,0,0,79
2025-04-08,IPHONE_15_128,Apple,Smartphones,70000,52000,64666.4623637193,65962.5588863109,0.07619339480400998,0,0,0,65
2025-04-09,IPHONE_15_128,Apple,Smartphones,70000,52000,63850.97341956448,64509.5840799503,0.0878432368633646,0,0,0,57
2025-04-10,IPHONE_15_128,Apple,Smartphones,70000,52000,64339.950073065585,65784.37920367635,0.080857856099063,0,0,0,74
2025-04-11,IPHONE_15_128,Apple,Smartphones,70000,52000,59124.702979096684,58581.72009045041,0.1553613860129045,0,0,0,82
2025-04-12,IPHONE_15_128,Apple,Smartphones,70000,52000,59034.982813616705,58432.38575714744,0.15664310266261855,0,0,1,80
2025-04-13,IPHONE_15_128,Apple,Smartphones,70000,52000,69603.54452455902,69384.71964329043,0.005663649649156749,0,0,1,71
2025-04-14,IPHONE_15_128,Apple,Smartphones,70000,52000,63562.697859345964,67179.68684257929,0.09196145915220058,0,0,0,68
2025-04-15,IPHONE_15_128,Apple,Smartphones,70000,52000,66601.11594480347,68086.18624867592,0.04855548650280747,0,0,0,81
2025-04-16,IPHONE_15_128,Apple,Smartphones,70000,52000,67634.57135720058,71407.66528544624,0.03379183775427752,0,0,0,82
2025-04-17,IPHONE_15_128,Apple,Smartphones,70000,52000,61510.37170423284,61403.99620238676,0.12128040422524505,0,0,0,78
2025-04-18,IPHONE_15_128,Apple,Smartphones,70000,52000,64680.62262086891,67328.99709079538,0.07599110541615837,0,0,0,69
2025-04-19,IPHONE_15_128,Apple,Smartphones,70000,52000,64387.15293569045,65106.64813194085,0.08018352949013641,0,0,1,87
2025-04-20,IPHONE_15_128,Apple,Smartphones,70000,52000,67015.67005198736,67447.28533774825,0.042633284971609196,0,0,1,93
2025-04-21,IPHONE_15_128,Apple,Smartphones,70000,52000,62656.543548682224,61521.454329071035,0.10490652073311114,0,0,0,77
2025-04-22,IPHONE_15_128,Apple,Smartphones,70000,52000,63585.83067065,63031.860523037845,0.09163099041928571,0,0,0,73
2025-04-23,IPHONE_15_128,Apple,Smartphones,70000,52000,61510.72189904362,62229.656881360635,0.12127540144223392,0,0,0,77
2025-04-24,IPHONE_15_128,Apple,Smartphones,70000,52000,65009.96216377373,67239.10655443558,0.07128625480323243,0,0,0,59
2025-04-25,IPHONE_15_128,Apple,Smartphones,70000,52000,62818.82892351639,65596.41300455033,0.10258815823548018,0,0,0,79
2025-04-26,IPHONE_15_128,Apple,Smartphones,70000,52000,61806.860007218515,59707.37447662768,0.11704485703973558,0,0,1,78
2025-04-27,IPHONE_15_128,Apple,Smartphones,70000,52000,65060.04674438917,66877.73052941206,0.07057076079444048,0,0,1,76
2025-04-28,IPHONE_15_128,Apple,Smartphones,70000,52000,60409.89191335034,58929.69633447837,0.1370015440949952,0,0,0,67
2025-04-29,IPHONE_15_128,Apple,Smartphones,70000,52000,68573.28697642013,69163.79263875139,0.020381614622569585,0,0,0,65
2025-04-30,IPHONE_15_128,Apple,Smartphones,70000,52000,67595.9502762369,69403.58858680117,0.03434356748233013,0,0,0,52
2025-05-01,IPHONE_15_128,Apple,Smartphones,70000,52000,63501.83429706273,62644.7503787704,0.09283093861338969,0,0,0,63
2025-05-02,IPHONE_15_128,Apple,Smartphones,70000,52000,64553.56378831927,66740.54544403746,0.07780623159543898,0,0,0,75
2025-05-03,IPHONE_15_128,Apple,Smartphones,70000,52000,65699.13116501248,65053.846071563145,0.061440983356964574,0,0,1,65
2025-05-04,IPHONE_15_128,Apple,Smartphones,70000,52000,64662.22438188866,63635.31984215982,0.07625393740159048,0,0,1,68
2025-05-05,IPHONE_15_128,Apple,Smartphones,70000,52000,59586.42342435485,60234.818382079255,0.14876537965207365,0,0,0,82
2025-05-06,IPHONE_15_128,Apple,Smartphones,70000,52000,64675.20372174253,64964.67441230688,0.07606851826082096,0,0,0,78
2025-05-07,IPHONE_15_128,Apple,Smartphones,70000,52000,65699.72781164579,65410.947547778844,0.061432459833631534,0,0,0,65
2025-05-08,IPHONE_15_128,Apple,Smartphones,70000,52000,68112.21810238645,71120.86123897835,0.02696831282305067,0,0,0,64
2025-05-09,IPHONE_15_128,Apple,Smartphones,70000,52000,62987.43544051338,64107.43102029753,0.10017949370695182,0,0,0,73
2025-05-10,IPHONE_15_128,Apple,Smartphones,70000,52000,64713.39809912787,63814.62535680937,0.07552288429817317,0,0,1,76
2025-05-11,IPHONE_15_128,Apple,Smartphones,70000,52000,66253.05932594655,64559.87343424296,0.05352772391504938,0,0,1,65
2025-05-12,IPHONE_15_128,Apple,Smartphones,70000,52000,60266.502994072216,62197.501650310114,0.13904995722753977,0,0,0,85
2025-05-13,IPHONE_15_128,Apple,Smartphones,70000,52000,64210.44764626334,63469.96601977742,0.08270789076766664,0,0,0,73
2025-05-14,IPHONE_15_128,Apple,Smartphones,70000,52000,66941.25307809982,67292.12786837718,0.04369638459857402,0,0,0,61
2025-05-15,IPHONE_15_128,Apple,Smartphones,70000,52000,62130.86500854748,65718.01634698606,0.11241621416360745,0,0,0,76
2025-05-16,IPHONE_15_128,Apple,Smartphones,70000,52000,65994.07429434848,65850.33031812121,0.05722751008073605,0,0,0,59
2025-05-17,IPHONE_15_128,Apple,Smartphones,70000,52000,64281.12201153517,63588.573086187585,0.08169825697806894,0,0,1,63
2025-05-18,IPHONE_15_128,Apple,Smartphones,70000,52000,65813.08975989242,67714.08642121898,0.059813003430108355,0,0,1,64
2025-05-19,IPHONE_15_128,Apple,Smartphones,70000,52000,64156.6358516984,66003.36396166086,0.08347663069002291,0,0,0,72
2025-05-20,IPHONE_15_128,Apple,Smartphones,70000,52000,66023.42820941732,67625.48449731774,0.056808168436895366,0,0,0,63
2025-05-21,IPHONE_15_128,Apple,Smartphones,70000,52000,68387.47897281374,69153.56396950973,0.023036014674089306,0,0,0,53
2025-05-22,IPHONE_15_128,Apple,Smartphones,70000,52000,62835.44847599543,60853.744004142034,0.1023507360572081,0,0,0,62
2025-05-23,IPHONE_15_128,Apple,Smartphones,70000,52000,65996.99846411528,66735.17269970819,0.057185736226924425,0,0,0,63
2025-05-24,IPHONE_15_128,Apple,Smartphones,70000,52000,61934.58261742462,61660.689514741316,0.11522024832250542,0,0,1,72
2025-05-25,IPHONE_15_128,Apple,Smartphones,70000,52000,63101.97976410756,66007.14540998181,0.0985431462270349,0,0,1,76
2025-05-26,IPHONE_15_128,Apple,Smartphones,70000,52000,62986.17328840768,63296.308724523864,0.10019752445131891,0,0,0,60
2025-05-27,IPHONE_15_128,Apple,Smartphones,70000,52000,64187.8550206914,64579.91887551409,0.0830306425615515,0,0,0,71
2025-05-28,IPHONE_15_128,Apple,Smartphones,70000,52000,63572.87347791575,63553.997156300626,0.09181609317263208,0,0,0,62
2025-05-29,IPHONE_15_128,Apple,Smartphones,70000,52000,63433.59225117317,63400.31422617429,0.09380582498324039,0,0,0,74
2025-05-30,IPHONE_15_128,Apple,Smartphones,70000,52000,62265.74447659235,62380.89947267529,0.11048936462010923,0,0,0,69
2025-05-31,IPHONE_15_128,Apple,Smartphones,70000,52000,69393.40511118574,68338.4756182843,0.008665641268775115,0,0,1,66
2025-06-01,IPHONE_15_128,Apple,Smartphones,70000,52000,64354.8749709856,67695.59656139973,0.08064464327163431,0,0,1,67
2025-06-02,IPHONE_15_128,Apple,Smartphones,70000,52000,62367.95632610045,59544.0361297789,0.10902919534142212,0,0,0,85
2025-06-03,IPHONE_15_128,Apple,Smartphones,70000,52000,68022.53630216062,70647.78793830189,0.028249481397705542,0,0,0,54
2025-06-04,IPHONE_15_128,Apple,Smartphones,70000,52000,62849.6844280396,67045.98951097023,0.10214736531371997,0,0,0,83
2025-06-05,IPHONE_15_128,Apple,Smartphones,70000,52000,65525.4342038736,64788.52801303989,0.06392236851609145,0,0,0,60
2025-06-06,IPHONE_15_128,Apple,Smartphones,70000,52000,64224.662718812484,64099.97463566014,0.08250481830267874,0,0,0,65
2025-06-07,IPHONE_15_128,Apple,Smartphones,70000,52000,65061.19359146876,64119.817137563,0.070554377264732,0,0,1,81
2025-06-08,IPHONE_15_128,Apple,Smartphones,70000,52000,62545.37788921889,61728.9022011855,0.10649460158258732,0,0,1,82
2025-06-09,IPHONE_15_128,Apple,Smartphones,70000,52000,63387.084487101936,66995.07070036438,0.09447022161282953,0,0,0,63
2025-06-10,IPHONE_15_128,Apple,Smartphones,70000,52000,68757.86460981549,72017.06356140508,0.017744791288350242,0,0,0,61
2025-06-11,IPHONE_15_128,Apple,Smartphones,70000,52000,63714.076865516436,62558.480242399964,0.08979890192119372,0,0,0,69
2025-06-12,IPHONE_15_128,Apple,Smartphones,70000,52000,64131.98275321801,65936.92389591849,0.08382881781117126,0,0,0,73
2025-06-13,IPHONE_15_128,Apple,Smartphones,70000,52000,59789.03998363617,62397.964706831175,0.1458708573766262,0,0,0,73
2025-06-14,IPHONE_15_128,Apple,Smartphones,70000,52000,66824.53180963352,67282.635826644,0.04536383129094967,0,0,1,80
2025-06-15,IPHONE_15_128,Apple,Smartphones,70000,52000,68546.5383428013,71853.13821673309,0.02076373795998132,0,0,1,49
2025-06-16,IPHONE_15_128,Apple,Smartphones,70000,52000,66879.6557193874,64781.54616459843,0.04457634686589414,0,0,0,65
2025-06-17,IPHONE_15_128,Apple,Smartphones,70000,52000,67560.40420436558,66048.60711348146,0.03485136850906311,0,0,0,69
2025-06-18,IPHONE_15_128,Apple,Smartphones,70000,52000,65035.99881084083,63242.39871616142,0.07091430270227383,0,0,0,56
2025-06-19,IPHONE_15_128,Apple,Smartphones,70000,52000,70000.0,70604.98398359382,0.0,0,0,0,73
2025-06-20,IPHONE_15_128,Apple,Smartphones,70000,52000,59870.057567383905,62154.94597236839,0.1447134633230871,0,0,0,63
2025-06-21,IPHONE_15_128,Apple,Smartphones,70000,52000,58095.268482037834,58762.228937437154,0.17006759311374514,0,0,1,65
2025-06-22,IPHONE_15_128,Apple,Smartphones,70000,52000,63914.69233611876,64323.17047663909,0.08693296662687493,0,0,1,64
2025-06-23,IPHONE_15_128,Apple,Smartphones,70000,52000,64480.24551202919,64249.043900648896,0.07885363554244006,0,0,0,68
2025-06-24,IPHONE_15_128,Apple,Smartphones,70000,52000,65024.694182681094,68119.85822789505,0.07107579739027006,0,0,0,66
2025-06-25,IPHONE_15_128,Apple,Smartphones,70000,52000,61347.09127838081,58780.650695083474,0.12361298173741703,0,0,0,61
2025-06-26,IPHONE_15_128,Apple,Smartphones,70000,52000,67848.40365205867,67207.54717390492,0.030737090684876255,0,0,0,65
2025-06-27,IPHONE_15_128,Apple,Smartphones,70000,52000,62107.587936788725,64702.99431312715,0.11274874376016114,0,0,0,62
2025-06-28,IPHONE_15_128,Apple,Smartphones,70000,52000,65685.07465238545,67145.54051359015,0.06164179068020792,0,0,1,73
2025-06-29,IPHONE_15_128,Apple,Smartphones,70000,52000,64988.79722548743,65029.70636129895,0.07158861106446528,0,0,1,76
2025-06-30,IPHONE_15_128,Apple,Smartphones,70000,52000,65284.367106256745,67829.36358932071,0.0673661841963322,0,0,0,68
2025-07-01,IPHONE_15_128,Apple,Smartphones,70000,52000,62946.90191797746,63089.24620329331,0.10075854402889343,0,0,0,60
2025-07-02,IPHONE_15_128,Apple,Smartphones,70000,52000,63600.97409550681,62247.68278240642,0.09141465577847413,0,0,0,65
2025-07-03,IPHONE_15_128,Apple,Smartphones,70000,52000,65680.67140027165,68059.96887072553,0.061704694281833616,0,0,0,58
2025-07-04,IPHONE_15_128,Apple,Smartphones,70000,52000,68213.74147513356,69929.33404369614,0.025517978926663368,0,0,0,63
2025-07-05,IPHONE_15_128,Apple,Smartphones,70000,52000,69500.72704931512,73143.35809489823,0.007132470724069723,0,0,1,70
2025-07-06,IPHONE_15_128,Apple,Smartphones,70000,52000,64492.20502094088,66915.98635052527,0.07868278541513031,0,0,1,82
2025-07-07,IPHONE_15_128,Apple,Smartphones,70000,52000,65290.849919923945,65850.80771482397,0.06727357257251504,0,0,0,58
2025-07-08,IPHONE_15_128,Apple,Smartphones,70000,52000,67703.05428415899,69638.11605962773,0.03281351022630004,0,0,0,51
2025-07-09,IPHONE_15_128,Apple,Smartphones,70000,52000,64354.83686398978,65557.59933126613,0.08064518765728876,0,0,0,56
2025-07-10,IPHONE_15_128,Apple,Smartphones,70000,52000,63920.17912501068,62995.936836356115,0.08685458392841885,0,0,0,59
2025-07-11,IPHONE_15_128,Apple,Smartphones,70000,52000,61878.56868855218,63228.445769876,0.11602044730639753,0,0,0,60
2025-07-12,IPHONE_15_128,Apple,Smartphones,70000,52000,63772.727150931,65977.17652226124,0.08896104070098565,0,0,1,73
2025-07-13,IPHONE_15_128,Apple,Smartphones,70000,52000,68910.14186676253,67394.84752775017,0.015569401903392413,0,0,1,64
2025-07-14,IPHONE_15_128,Apple,Smartphones,70000,52000,63131.735399850644,62617.61609434707,0.09811806571641932,0,0,0,52
2025-07-15,IPHONE_15_128,Apple,Smartphones,70000,52000,65898.21861733028,64239.78929148864,0.05859687689528181,0,0,0,57
2025-07-16,IPHONE_15_128,Apple,Smartphones,70000,52000,66790.88946979446,69218.14018394216,0.04584443614579335,0,0,0,62
2025-07-17,IPHONE_15_128,Apple,Smartphones,70000,52000,63191.371142841825,64115.28605659542,0.09726612653083112,0,0,0,71
2025-07-18,IPHONE_15_128,Apple,Smartphones,70000,52000,65810.31267428256,66669.15340230394,0.05985267608167791,0,0,0,62
2025-07-19,IPHONE_15_128,Apple,Smartphones,70000,52000,61584.28035060009,61117.50780158396,0.12022456641999865,0,0,1,60
2025-07-20,IPHONE_15_128,Apple,Smartphones,70000,52000,64485.721801717555,67985.36294863213,0.07877540283260634,0,0,1,73
2025-07-21,IPHONE_15_128,Apple,Smartphones,70000,52000,62666.00775813409,62411.47915216836,0.10477131774094164,0,0,0,73
2025-07-22,IPHONE_15_128,Apple,Smartphones,70000,52000,62876.56559256787,61037.072808611956,0.10176334867760188,0,0,0,62
2025-07-23,IPHONE_15_128,Apple,Smartphones,70000,52000,64582.36190129512,66230.2972709594,0.07739482998149838,0,0,0,55
2025-07-24,IPHONE_15_128,Apple,Smartphones,70000,52000,63468.515265035385,65072.02468506472,0.09330692478520872,0,0,0,72
2025-07-25,IPHONE_15_128,Apple,Smartphones,70000,52000,62356.89072135518,63696.285679115506,0.10918727540921165,0,0,0,59
2025-07-26,IPHONE_15_128,Apple,Smartphones,70000,52000,63347.435363125165,64309.82177521347,0.0950366376696405,0,0,1,60
2025-07-27,IPHONE_15_128,Apple,Smartphones,70000,52000,67048.58852400024,69484.38471714011,0.042163021085710815,0,0,1,81
2025-07-28,IPHONE_15_128,Apple,Smartphones,70000,52000,64330.61997848037,65021.78195081336,0.08099114316456614,0,0,0,58
2025-07-29,IPHONE_15_128,Apple,Smartphones,70000,52000,64164.50409649459,64064.60752106396,0.08336422719293442,0,0,0,56
2025-07-30,IPHONE_15_128,Apple,Smartphones,70000,52000,63855.772259497404,63730.05840823009,0.08777468200717996,0,0,0,59
