user_id,sku,rating
U0025,MACBOOK_AIR_M2,5
U0025,SAMSUNG_S24,2
U0025,IPHONE_15_128,4
U0025,AIRPODS_PRO,3
U0025,DELL_XPS_13,3
U0026,IPHONE_15_256,4
U0026,IPHONE_16_128,1
U0027,ONEPLUS_13,4
U0027,DELL_XPS_13,1
U0028,IPHONE_15_128,2
U0028,ONEPLUS_13,4
U0028,AIRPODS_PRO,1
U0028,DELL_XPS_13,4
U0029,AIRPODS_PRO,4
U0029,ONEPLUS_13,2
U0030,DELL_XPS_13,2
U0030,IPHONE_15_128,4
U0030,IPHONE_16_128,4
U0030,SONY_HEADPHONES,4
U0031,SONY_HEADPHONES,2
U0031,IPHONE_16_128,3
U0031,AIRPODS_PRO,2
U0031,SAMSUNG_S24,4
U0031,IPHONE_16_256,3
U0032,SONY_HEADPHONES,1
U0032,IPHONE_15_128,2
U0032,AIRPODS_PRO,5
U0032,SAMSUNG_S24,5
U0033,DELL_XPS_13,4
U0033,IPHONE_15_256,4
U0033,SONY_HEADPHONES,4
U0033,SAMSUNG_S24,2
U0034,MACBOOK_AIR_M2,5
U0034,SAMSUNG_S24,5
U0035,MACBOOK_AIR_M2,3
U0035,SONY_HEADPHONES,4
U0035,IPHONE_16_256,4
U0036,IPHONE_16_128,3
U0036,AIRPODS_PRO,3
U0036,SAMSUNG_S24,3
U0036,IPHONE_15_128,4
U0037,SAMSUNG_S24,3
U0037,DELL_XPS_13,3
U0037,IPHONE_15_128,4
U0037,IPHONE_16_128,3
U0037,IPHONE_16_256,3
U0038,AIRPODS_PRO,5
U0038,IPHONE_15_256,5
U0039,SAMSUNG_S24,5
U0039,IPHONE_16_256,1
U0039,AIRPODS_PRO,3
U0039,IPHONE_15_128,4
U0039,IPHONE_15_256,4
U0040,MACBOOK_AIR_M2,4
U0040,ONEPLUS_13,4
U0041,SAMSUNG_S24,2
U0041,DELL_XPS_13,4
U0041,SONY_HEADPHONES,3
U0041,ONEPLUS_13,2
U0042,MACBOOK_AIR_M2,3
U0042,IPHONE_15_256,3
U0042,IPHONE_16_128,4
U0042,SONY_HEADPHONES,2
U0043,AIRPODS_PRO,5
U0043,MACBOOK_AIR_M2,4
U0043,IPHONE_16_256,1
U0043,IPHONE_15_256,1
U0044,IPHONE_16_128,2
U0044,SONY_HEADPHONES,4
U0045,SAMSUNG_S24,1
U0045,DELL_XPS_13,2
U0045,IPHONE_15_128,3
U0045,ONEPLUS_13,4
U0045,IPHONE_15_256,1
U0046,SONY_HEADPHONES,5
U0046,IPHONE_15_128,2
U0046,DELL_XPS_13,4
U0046,SAMSUNG_S24,1
U0047,IPHONE_15_128,3
U0047,DELL_XPS_13,2
U0048,IPHONE_16_128,3
U0048,IPHONE_16_256,3
U0049,MACBOOK_AIR_M2,4
U0049,IPHONE_15_256,3
U0049,IPHONE_16_128,3
U0050,IPHONE_15_128,4
U0050,IPHONE_16_128,3
U0050,DELL_XPS_13,4
U0050,IPHONE_16_256,3
U0051,IPHONE_15_256,2
U0051,ONEPLUS_13,5
U0051,IPHONE_16_128,2
U0052,IPHONE_15_128,4
U0052,IPHONE_16_256,2
U0052,AIRPODS_PRO,4
U0052,DELL_XPS_13,1
U0053,IPHONE_15_256,5
U0053,IPHONE_16_256,4
U0053,DELL_XPS_13,4
U0053,IPHONE_16_128,3
U0053,ONEPLUS_13,3
U0054,IPHONE_15_128,2
U0054,IPHONE_15_256,1
U0055,IPHONE_16_128,3
U0055,DELL_XPS_13,2
U0056,SONY_HEADPHONES,1
U0056,SAMSUNG_S24,4
U0057,IPHONE_16_128,2
U0057,SAMSUNG_S24,2
U0058,IPHONE_15_256,4
U0058,SONY_HEADPHONES,2
U0058,IPHONE_16_128,2
U0058,IPHONE_16_256,4
U0059,IPHONE_15_256,4
U0059,MACBOOK_AIR_M2,4
U0059,IPHONE_16_128,3
U0059,DELL_XPS_13,4
U0059,SONY_HEADPHONES,5
U0060,IPHONE_15_128,1
U0060,IPHONE_16_256,3
U0060,AIRPODS_PRO,1
U0061,IPHONE_16_128,3
U0061,AIRPODS_PRO,2
U0061,IPHONE_15_128,3
U0062,SAMSUNG_S24,4
U0062,IPHONE_16_256,3
U0062,AIRPODS_PRO,4
U0062,IPHONE_15_128,1
U0062,ONEPLUS_13,5
U0063,AIRPODS_PRO,5
U0063,SAMSUNG_S24,1
U0064,SAMSUNG_S24,1
U0064,IPHONE_15_256,3
U0065,IPHONE_16_256,4
U0065,AIRPODS_PRO,2
U0065,MACBOOK_AIR_M2,2
U0065,SONY_HEADPHONES,4
U0065,ONEPLUS_13,4
U0066,AIRPODS_PRO,2
U0066,IPHONE_16_128,3
U0066,IPHONE_15_128,4
U0066,ONEPLUS_13,3
U0066,MACBOOK_AIR_M2,4
U0067,SONY_HEADPHONES,1
U0067,ONEPLUS_13,3
U0067,IPHONE_16_256,4
U0067,AIRPODS_PRO,1
U0068,IPHONE_16_128,5
U0068,MACBOOK_AIR_M2,4
U0068,SONY_HEADPHONES,2
U0069,IPHONE_16_256,2
U0069,MACBOOK_AIR_M2,1
U0069,ONEPLUS_13,3
U0069,IPHONE_15_256,4
U0070,AIRPODS_PRO,2
U0070,IPHONE_15_128,3
U0071,DELL_XPS_13,1
U0071,IPHONE_16_256,2
U0071,MACBOOK_AIR_M2,2
U0072,SAMSUNG_S24,5
U0072,DELL_XPS_13,2
U0072,IPHONE_15_256,2
U0072,SONY_HEADPHONES,5
U0073,MACBOOK_AIR_M2,5
U0073,ONEPLUS_13,3
U0073,IPHONE_15_128,4
U0073,SONY_HEADPHONES,4
U0073,SAMSUNG_S24,3
U0074,IPHONE_16_256,4
U0074,ONEPLUS_13,3
U0074,IPHONE_15_128,2
U0074,IPHONE_15_256,2
U0075,IPHONE_15_128,5
U0075,IPHONE_16_128,2
U0075,DELL_XPS_13,2
U0075,ONEPLUS_13,2
U0076,SAMSUNG_S24,4
U0076,DELL_XPS_13,2
U0076,ONEPLUS_13,3
U0077,IPHONE_15_256,2
U0077,IPHONE_15_128,3
U0077,SAMSUNG_S24,3
U0077,ONEPLUS_13,2
U0077,SONY_HEADPHONES,4
U0078,SONY_HEADPHONES,4
U0078,SAMSUNG_S24,2
U0078,IPHONE_16_128,1
U0078,AIRPODS_PRO,3
U0078,DELL_XPS_13,3
U0079,SAMSUNG_S24,3
U0079,AIRPODS_PRO,3
U0079,ONEPLUS_13,3
U0079,MACBOOK_AIR_M2,4
U0080,ONEPLUS_13,1
U0080,IPHONE_15_256,5
U0080,IPHONE_16_256,3
U0080,IPHONE_16_128,1
U0080,SONY_HEADPHONES,1
U0081,IPHONE_16_128,4
U0081,DELL_XPS_13,2
U0081,IPHONE_16_256,3
U0082,IPHONE_15_256,3
U0082,ONEPLUS_13,1
U0083,DELL_XPS_13,4
U0083,IPHONE_16_256,3
U0083,ONEPLUS_13,2
U0083,MACBOOK_AIR_M2,3
U0083,SAMSUNG_S24,4
U0084,AIRPODS_PRO,4
U0084,DELL_XPS_13,4
U0084,IPHONE_15_256,5
U0084,MACBOOK_AIR_M2,4
U0084,SONY_HEADPHONES,4
U0085,SAMSUNG_S24,3
U0085,MACBOOK_AIR_M2,4
U0086,DELL_XPS_13,3
U0086,IPHONE_15_256,4
U0086,AIRPODS_PRO,2
U0087,IPHONE_16_128,1
U0087,MACBOOK_AIR_M2,4
U0087,IPHONE_15_128,3
U0087,ONEPLUS_13,5
U0088,SAMSUNG_S24,2
U0088,IPHONE_16_256,4
U0088,IPHONE_15_256,5
U0089,AIRPODS_PRO,4
U0089,IPHONE_16_128,3
U0090,SAMSUNG_S24,3
U0090,IPHONE_15_256,3
U0091,SAMSUNG_S24,5
U0091,DELL_XPS_13,1
U0091,IPHONE_16_256,2
U0092,IPHONE_15_256,4
U0092,SAMSUNG_S24,5
U0092,DELL_XPS_13,4
U0093,AIRPODS_PRO,2
U0093,IPHONE_16_128,2
U0093,DELL_XPS_13,3
U0093,ONEPLUS_13,2
U0093,MACBOOK_AIR_M2,5
U0094,SONY_HEADPHONES,3
U0094,MACBOOK_AIR_M2,4
U0094,IPHONE_15_256,1
U0094,IPHONE_16_256,3
U0094,AIRPODS_PRO,3
U0095,IPHONE_15_128,5
U0095,SONY_HEADPHONES,4
U0096,SAMSUNG_S24,3
U0096,IPHONE_16_256,2
U0096,MACBOOK_AIR_M2,3
U0097,IPHONE_16_128,2
U0097,IPHONE_15_256,5
U0097,IPHONE_15_128,1
U0097,SONY_HEADPHONES,1
U0098,IPHONE_15_128,4
U0098,SONY_HEADPHONES,4
U0098,IPHONE_16_256,3
U0098,IPHONE_15_256,4
U0098,IPHONE_16_128,2
U0099,IPHONE_15_256,1
U0099,IPHONE_15_128,5
U0100,SONY_HEADPHONES,4
U0100,IPHONE_16_256,1
U0100,ONEPLUS_13,3
U0100,IPHONE_15_256,2
U0100,MACBOOK_AIR_M2,2
U0101,DELL_XPS_13,4
U0101,IPHONE_15_256,3
U0102,ONEPLUS_13,2
U0102,SAMSUNG_S24,4
U0103,MACBOOK_AIR_M2,1
U0103,IPHONE_16_256,3
U0103,IPHONE_15_256,5
U0103,AIRPODS_PRO,5
U0104,SONY_HEADPHONES,4
U0104,SAMSUNG_S24,4
U0104,IPHONE_16_128,4
U0105,AIRPODS_PRO,4
U0105,IPHONE_15_256,2
U0105,IPHONE_15_128,4
U0105,ONEPLUS_13,3
U0105,SONY_HEADPHONES,1
U0106,SONY_HEADPHONES,2
U0106,ONEPLUS_13,5
U0106,MACBOOK_AIR_M2,4
U0106,IPHONE_16_128,1
U0106,SAMSUNG_S24,3
U0107,IPHONE_15_128,4
U0107,DELL_XPS_13,3
U0107,IPHONE_16_256,1
U0108,SONY_HEADPHONES,3
U0108,ONEPLUS_13,1
U0108,IPHONE_16_128,4
U0109,IPHONE_16_128,2
U0109,SONY_HEADPHONES,2
U0109,IPHONE_16_256,4
U0109,SAMSUNG_S24,4
U0110,MACBOOK_AIR_M2,3
U0110,DELL_XPS_13,3
U0110,SONY_HEADPHONES,4
U0110,IPHONE_15_128,4
U0111,SONY_HEADPHONES,2
U0111,IPHONE_15_128,5
U0111,ONEPLUS_13,2
U0112,IPHONE_15_128,3
U0112,AIRPODS_PRO,2
U0113,IPHONE_16_256,3
U0113,IPHONE_16_128,2
U0113,IPHONE_15_128,3
U0113,SONY_HEADPHONES,1
U0114,IPHONE_15_256,3
U0114,ONEPLUS_13,5
U0114,SONY_HEADPHONES,2
U0114,IPHONE_16_128,2
U0114,MACBOOK_AIR_M2,5
U0115,IPHONE_15_256,4
U0115,MACBOOK_AIR_M2,2
U0116,IPHONE_16_256,2
U0116,MACBOOK_AIR_M2,2
U0116,IPHONE_15_128,4
U0116,IPHONE_15_256,3
U0116,DELL_XPS_13,4
U0117,SAMSUNG_S24,4
U0117,DELL_XPS_13,3
U0117,IPHONE_15_128,4
U0117,AIRPODS_PRO,3
U0117,IPHONE_16_128,5
U0118,IPHONE_16_256,3
U0118,SAMSUNG_S24,4
U0118,IPHONE_15_128,4
U0119,IPHONE_16_128,5
U0119,IPHONE_15_256,3
U0120,IPHONE_15_256,5
U0120,AIRPODS_PRO,3
U0120,SONY_HEADPHONES,4
U0121,IPHONE_15_256,5
U0121,ONEPLUS_13,3
U0122,DELL_XPS_13,4
U0122,IPHONE_16_128,4
U0122,IPHONE_15_256,4
U0123,AIRPODS_PRO,1
U0123,SONY_HEADPHONES,2
U0123,IPHONE_15_256,2
U0123,SAMSUNG_S24,3
U0123,MACBOOK_AIR_M2,1
U0124,IPHONE_15_128,3
U0124,MACBOOK_AIR_M2,4
U0124,SONY_HEADPHONES,4
U0125,SAMSUNG_S24,3
U0125,ONEPLUS_13,4
U0125,MACBOOK_AIR_M2,1
U0125,IPHONE_15_128,3
U0125,AIRPODS_PRO,3
U0126,AIRPODS_PRO,4
U0126,SONY_HEADPHONES,3
U0126,IPHONE_15_128,4
U0127,IPHONE_15_128,3
U0127,SONY_HEADPHONES,4
U0128,ONEPLUS_13,3
U0128,IPHONE_16_128,3
U0129,DELL_XPS_13,3
U0129,SONY_HEADPHONES,4
U0130,SAMSUNG_S24,5
U0130,AIRPODS_PRO,5
U0130,IPHONE_16_256,3
U0131,DELL_XPS_13,5
U0131,IPHONE_15_128,3
U0131,IPHONE_16_256,3
U0131,AIRPODS_PRO,2
U0131,SAMSUNG_S24,2
U0132,IPHONE_16_128,2
U0132,IPHONE_16_256,4
U0132,IPHONE_15_128,2
U0132,SAMSUNG_S24,4
U0132,IPHONE_15_256,4
U0133,SAMSUNG_S24,2
U0133,IPHONE_16_256,5
U0133,SONY_HEADPHONES,4
U0134,IPHONE_16_256,5
U0134,IPHONE_16_128,3
U0134,IPHONE_15_256,4
U0135,IPHONE_15_256,5
U0135,IPHONE_16_128,1
U0135,DELL_XPS_13,1
U0135,AIRPODS_PRO,4
U0136,MACBOOK_AIR_M2,2
U0136,AIRPODS_PRO,4
U0136,DELL_XPS_13,2
U0136,ONEPLUS_13,4
U0137,SAMSUNG_S24,4
U0137,ONEPLUS_13,1
U0137,SONY_HEADPHONES,3
U0138,MACBOOK_AIR_M2,4
U0138,IPHONE_16_128,5
U0138,IPHONE_15_256,5
U0138,SAMSUNG_S24,3
U0139,IPHONE_15_128,3
U0139,SONY_HEADPHONES,4
U0139,AIRPODS_PRO,3
U0139,DELL_XPS_13,5
U0140,DELL_XPS_13,4
U0140,IPHONE_15_128,3
U0140,ONEPLUS_13,5
U0140,IPHONE_16_256,3
U0140,IPHONE_16_128,2
U0141,SONY_HEADPHONES,4
U0141,IPHONE_15_128,3
U0141,ONEPLUS_13,3
U0142,IPHONE_16_128,2
U0142,MACBOOK_AIR_M2,4
U0142,ONEPLUS_13,4
U0142,IPHONE_16_256,4
U0142,SAMSUNG_S24,3
U0143,AIRPODS_PRO,5
U0143,IPHONE_15_256,2
U0143,IPHONE_15_128,4
U0143,SAMSUNG_S24,4
U0143,SONY_HEADPHONES,4
U0144,SONY_HEADPHONES,4
U0144,IPHONE_15_256,1
U0144,SAMSUNG_S24,2
U0144,DELL_XPS_13,1
U0145,SAMSUNG_S24,3
U0145,SONY_HEADPHONES,2
U0146,ONEPLUS_13,2
U0146,IPHONE_16_256,3
U0146,MACBOOK_AIR_M2,2
U0146,IPHONE_16_128,4
U0147,DELL_XPS_13,1
U0147,IPHONE_16_128,5
U0148,IPHONE_16_256,1
U0148,DELL_XPS_13,2
U0149,IPHONE_16_128,4
U0149,IPHONE_15_256,4
U0150,IPHONE_16_256,4
U0150,IPHONE_15_128,3
U0150,SAMSUNG_S24,2
U0150,ONEPLUS_13,1
U0150,SONY_HEADPHONES,2
U0151,SONY_HEADPHONES,2
U0151,IPHONE_15_256,1
U0152,SONY_HEADPHONES,5
U0152,IPHONE_16_256,5
U0152,IPHONE_15_256,3
U0153,ONEPLUS_13,3
U0153,SONY_HEADPHONES,5
U0153,IPHONE_16_256,2
U0154,MACBOOK_AIR_M2,2
U0154,IPHONE_16_128,2
U0154,AIRPODS_PRO,3
U0155,SAMSUNG_S24,4
U0155,IPHONE_15_128,1
U0155,SONY_HEADPHONES,2
U0155,ONEPLUS_13,4
U0155,DELL_XPS_13,3
U0156,IPHONE_15_256,3
U0156,SAMSUNG_S24,4
U0156,SONY_HEADPHONES,3
U0156,AIRPODS_PRO,1
U0156,IPHONE_16_128,1
U0157,IPHONE_16_256,4
U0157,ONEPLUS_13,4
U0157,IPHONE_15_128,2
U0158,ONEPLUS_13,4
U0158,IPHONE_16_256,4
U0158,IPHONE_15_256,2
U0159,MACBOOK_AIR_M2,1
U0159,AIRPODS_PRO,5
U0160,IPHONE_16_256,4
U0160,IPHONE_15_128,4
U0161,IPHONE_15_128,4
U0161,IPHONE_15_256,2
U0161,AIRPODS_PRO,4
U0162,AIRPODS_PRO,2
U0162,IPHONE_16_128,5
U0163,IPHONE_15_256,2
U0163,SAMSUNG_S24,3
U0163,DELL_XPS_13,4
U0163,IPHONE_16_256,4
U0164,MACBOOK_AIR_M2,3
U0164,AIRPODS_PRO,4
U0164,ONEPLUS_13,2
U0164,IPHONE_15_256,1
U0165,IPHONE_15_256,1
U0165,IPHONE_15_128,4
U0165,ONEPLUS_13,4
U0165,SONY_HEADPHONES,2
U0166,AIRPODS_PRO,4
U0166,ONEPLUS_13,4
U0166,DELL_XPS_13,1
U0166,IPHONE_15_256,2
U0166,IPHONE_16_256,2
U0167,SONY_HEADPHONES,4
U0167,IPHONE_16_256,4
U0167,SAMSUNG_S24,2
U0168,DELL_XPS_13,1
U0168,IPHONE_15_256,1
U0168,SONY_HEADPHONES,5
U0169,AIRPODS_PRO,4
U0169,IPHONE_16_256,4
U0169,IPHONE_15_128,3
U0170,MACBOOK_AIR_M2,3
U0170,DELL_XPS_13,5
U0171,DELL_XPS_13,3
U0171,IPHONE_16_256,4
U0171,ONEPLUS_13,3
U0171,MACBOOK_AIR_M2,1
U0172,AIRPODS_PRO,3
U0172,IPHONE_15_128,1
U0173,AIRPODS_PRO,1
U0173,IPHONE_16_128,2
U0173,DELL_XPS_13,4
U0173,SAMSUNG_S24,2
U0174,IPHONE_16_128,3
U0174,SONY_HEADPHONES,5
U0175,DELL_XPS_13,4
U0175,SONY_HEADPHONES,5
U0175,IPHONE_15_256,3
U0175,MACBOOK_AIR_M2,2
U0176,IPHONE_15_128,3
U0176,ONEPLUS_13,3
U0176,MACBOOK_AIR_M2,2
U0176,DELL_XPS_13,1
U0176,IPHONE_15_256,2
U0177,SAMSUNG_S24,3
U0177,ONEPLUS_13,1
U0177,SONY_HEADPHONES,2
U0178,IPHONE_15_256,2
U0178,AIRPODS_PRO,1
U0178,IPHONE_15_128,1
U0179,IPHONE_15_128,4
U0179,ONEPLUS_13,2
U0180,IPHONE_16_128,2
U0180,AIRPODS_PRO,4
U0181,SAMSUNG_S24,4
U0181,IPHONE_15_128,4
U0181,IPHONE_15_256,3
U0182,AIRPODS_PRO,2
U0182,MACBOOK_AIR_M2,4
U0182,ONEPLUS_13,3
U0183,DELL_XPS_13,4
U0183,IPHONE_15_128,3
U0183,AIRPODS_PRO,2
U0183,IPHONE_16_256,2
U0184,IPHONE_15_256,2
U0184,SAMSUNG_S24,1
U0184,IPHONE_15_128,4
U0184,IPHONE_16_128,3
U0184,DELL_XPS_13,1
U0185,IPHONE_16_128,4
U0185,IPHONE_15_128,5
U0185,AIRPODS_PRO,5
U0185,DELL_XPS_13,3
U0186,ONEPLUS_13,2
U0186,IPHONE_16_256,4
U0186,MACBOOK_AIR_M2,4
U0187,IPHONE_16_256,1
U0187,IPHONE_16_128,3
U0187,SONY_HEADPHONES,4
U0188,IPHONE_15_256,4
U0188,AIRPODS_PRO,2
U0188,SAMSUNG_S24,3
U0189,IPHONE_16_256,4
U0189,ONEPLUS_13,2
U0189,SAMSUNG_S24,1
U0190,IPHONE_16_256,4
U0190,DELL_XPS_13,1
U0190,IPHONE_16_128,3
U0190,ONEPLUS_13,4
U0191,MACBOOK_AIR_M2,2
U0191,IPHONE_16_256,5
U0191,IPHONE_15_128,1
U0191,AIRPODS_PRO,5
U0192,IPHONE_16_128,4
U0192,IPHONE_16_256,2
U0193,IPHONE_15_128,3
U0193,SONY_HEADPHONES,5
U0193,IPHONE_16_256,2
U0193,MACBOOK_AIR_M2,4
U0194,ONEPLUS_13,2
U0194,SONY_HEADPHONES,3
U0194,AIRPODS_PRO,2
U0194,IPHONE_16_128,2
U0194,IPHONE_15_128,4
U0195,SAMSUNG_S24,3
U0195,MACBOOK_AIR_M2,1
U0196,MACBOOK_AIR_M2,3
U0196,IPHONE_15_256,5
U0196,IPHONE_16_256,2
U0196,DELL_XPS_13,2
U0197,IPHONE_16_128,4
U0197,MACBOOK_AIR_M2,1
U0197,SAMSUNG_S24,3
U0198,MACBOOK_AIR_M2,4
U0198,SAMSUNG_S24,1
U0199,IPHONE_16_256,3
U0199,IPHONE_16_128,4
U0200,AIRPODS_PRO,3
U0200,IPHONE_16_256,3
U0200,SAMSUNG_S24,5
U0200,SONY_HEADPHONES,3
U0200,IPHONE_16_128,5
U0201,MACBOOK_AIR_M2,2
U0201,IPHONE_16_128,4
U0201,DELL_XPS_13,4
U0201,IPHONE_16_256,4
U0202,MACBOOK_AIR_M2,2
U0202,IPHONE_16_128,3
U0202,IPHONE_15_128,1
U0203,DELL_XPS_13,3
U0203,AIRPODS_PRO,4
U0203,IPHONE_16_128,3
U0203,IPHONE_15_128,3
U0203,IPHONE_15_256,2
U0204,MACBOOK_AIR_M2,2
U0204,IPHONE_15_256,1
U0204,DELL_XPS_13,5
U0205,IPHONE_15_128,5
U0205,ONEPLUS_13,5
U0205,SAMSUNG_S24,5
U0206,IPHONE_16_128,1
U0206,SAMSUNG_S24,5
U0206,AIRPODS_PRO,1
U0207,IPHONE_16_128,4
U0207,DELL_XPS_13,1
U0208,ONEPLUS_13,4
U0208,IPHONE_15_256,5
U0209,DELL_XPS_13,4
U0209,IPHONE_16_256,1
U0209,ONEPLUS_13,1
U0209,AIRPODS_PRO,4
U0210,SAMSUNG_S24,4
U0210,MACBOOK_AIR_M2,4
U0211,IPHONE_15_128,4
U0211,SAMSUNG_S24,3
U0211,IPHONE_15_256,4
U0211,AIRPODS_PRO,3
U0211,ONEPLUS_13,4
U0212,SONY_HEADPHONES,5
U0212,IPHONE_16_256,4
U0212,MACBOOK_AIR_M2,3
U0213,DELL_XPS_13,5
U0213,IPHONE_16_256,3
U0213,SONY_HEADPHONES,2
U0214,AIRPODS_PRO,3
U0214,IPHONE_16_128,3
U0214,SAMSUNG_S24,3
U0214,MACBOOK_AIR_M2,5
U0215,IPHONE_15_128,5
U0215,IPHONE_16_128,1
U0216,IPHONE_16_128,4
U0216,IPHONE_15_256,1
U0216,MACBOOK_AIR_M2,5
U0216,SONY_HEADPHONES,4
U0217,IPHONE_15_128,3
U0217,AIRPODS_PRO,2
U0218,IPHONE_15_256,1
U0218,IPHONE_16_256,1
U0219,IPHONE_15_256,2
U0219,AIRPODS_PRO,3
U0219,IPHONE_16_128,4
U0219,IPHONE_15_128,2
U0220,MACBOOK_AIR_M2,2
U0220,IPHONE_15_128,3
U0221,IPHONE_16_128,4
U0221,DELL_XPS_13,3
U0221,IPHONE_15_128,2
U0221,ONEPLUS_13,5
U0221,SONY_HEADPHONES,1
U0222,AIRPODS_PRO,1
U0222,IPHONE_16_128,3
U0222,IPHONE_15_256,4
U0223,IPHONE_16_256,2
U0223,DELL_XPS_13,3
U0223,SAMSUNG_S24,5
U0224,MACBOOK_AIR_M2,5
U0224,SAMSUNG_S24,3
U0224,IPHONE_15_256,5
U0225,IPHONE_15_128,4
U0225,AIRPODS_PRO,5
U0226,DELL_XPS_13,5
U0226,SAMSUNG_S24,1
U0226,IPHONE_15_256,3
U0226,ONEPLUS_13,5
U0227,ONEPLUS_13,4
U0227,IPHONE_15_128,3
U0227,SONY_HEADPHONES,1
U0227,SAMSUNG_S24,4
U0227,AIRPODS_PRO,4
U0228,IPHONE_16_256,4
U0228,IPHONE_15_128,1
U0228,DELL_XPS_13,2
U0228,SONY_HEADPHONES,3
U0228,AIRPODS_PRO,5
U0229,MACBOOK_AIR_M2,4
U0229,ONEPLUS_13,2
U0229,IPHONE_16_128,5
U0230,IPHONE_15_256,2
U0230,MACBOOK_AIR_M2,1
U0230,IPHONE_15_128,2
U0230,IPHONE_16_128,5
U0230,SAMSUNG_S24,1
U0231,IPHONE_15_128,1
U0231,IPHONE_16_256,1
U0231,IPHONE_16_128,1
U0231,SAMSUNG_S24,3
U0231,SONY_HEADPHONES,3
U0232,DELL_XPS_13,4
U0232,IPHONE_15_128,1
U0232,ONEPLUS_13,5
U0232,SONY_HEADPHONES,1
U0232,SAMSUNG_S24,5
U0233,MACBOOK_AIR_M2,1
U0233,IPHONE_16_256,5
U0234,IPHONE_15_128,3
U0234,ONEPLUS_13,3
U0235,DELL_XPS_13,5
U0235,IPHONE_16_256,4
U0236,DELL_XPS_13,4
U0236,IPHONE_15_256,5
U0236,IPHONE_15_128,1
U0236,SAMSUNG_S24,3
U0237,IPHONE_16_128,5
U0237,ONEPLUS_13,2
U0237,AIRPODS_PRO,4
U0237,DELL_XPS_13,1
U0237,IPHONE_16_256,4
U0238,SAMSUNG_S24,4
U0238,AIRPODS_PRO,3
U0238,IPHONE_15_128,3
U0238,IPHONE_16_256,1
U0238,IPHONE_16_128,3
U0239,IPHONE_16_128,3
U0239,DELL_XPS_13,2
U0240,IPHONE_15_256,2
U0240,IPHONE_15_128,4
U0240,IPHONE_16_256,2
U0240,SAMSUNG_S24,3
U0241,SAMSUNG_S24,4
U0241,MACBOOK_AIR_M2,1
U0241,AIRPODS_PRO,1
U0241,ONEPLUS_13,2
U0241,DELL_XPS_13,3
U0242,IPHONE_15_256,1
U0242,SONY_HEADPHONES,5
U0242,AIRPODS_PRO,1
